Observation_id,Behaviour,Modifier,Phase,Behaviour_duration_by_Phase
Lotta_PRF_17112022_1039,Mov,Towards speaker,Habituation,4
Lotta_PRF_17112022_1039,Vig,Long neck,Habituation,19
Lotta_PRF_17112022_1039,Vig,Mid neck,Habituation,68
Lotta_PRF_17112022_1039,Eat,With kin,Silence_3,59
Lotta_PRF_17112022_1039,Vig,Mid neck,Silence_3,8
Lukka_FC_02112022_0841,Dhb,NA,Dishabituation,246
Lukka_FC_02112022_0841,Pre,With kin,Dishabituation,11
Lukka_FC_02112022_0841,Vig,Mid neck,Dishabituation,36
Lukka_FC_02112022_0841,Hab,NA,Habituation,243
Lukka_FC_02112022_0841,Pre,With kin,Habituation,56
Lukka_FC_02112022_0841,Vig,Mid neck,Habituation,19
Lukka_FC_02112022_0841,Mov,Away from speaker,Silence_3,31
Lukka_FC_02112022_0841,Vig,Long neck,Silence_3,23
Lukka_FC_02112022_0841,Vig,Mid neck,Silence_3,15
Lukka_FC_02112022_0841,Vig,Short Neck,Silence_3,5
Lukka_FC_12102022_1012,Dhb,NA,Dishabituation,244
Lukka_FC_12102022_1012,Pre,With kin,Dishabituation,23
Lukka_FC_12102022_1012,Rst,With kin,Dishabituation,122
Lukka_FC_12102022_1012,Vig,Mid neck,Dishabituation,51
Lukka_FC_12102022_1012,Vig,Short Neck,Dishabituation,29
Lukka_FC_12102022_1012,Hab,NA,Habituation,247
Lukka_FC_12102022_1012,Pre,With kin,Habituation,131
Lukka_FC_12102022_1012,Vig,Mid neck,Habituation,10
Lukka_FC_12102022_1012,Vig,Short Neck,Habituation,68
Lukka_FC_12102022_1012,Pre,With kin,Silence_1,31
Lukka_FC_12102022_1012,Vig,Mid neck,Silence_1,7
Lukka_FC_12102022_1012,Vig,Short Neck,Silence_2,4
Lukka_FC_12102022_1012,Pre,With kin,Silence_3,33
Lukka_FC_12102022_1012,Vig,Mid neck,Silence_3,8
Lukka_FC_12102022_1012,Vig,Short Neck,Silence_3,3
Lukka_FRF_24112022_1129,Dhb,NA,Dishabituation,255
Lukka_FRF_24112022_1129,Mov,Away from speaker,Habituation,2
Lukka_FRF_24112022_1129,Pre,With kin,Habituation,12
Lukka_FRF_24112022_1129,Vig,Mid neck,Habituation,4
Lukka_FRF_24112022_1129,Vig,Short Neck,Habituation,30
Lukka_FRF_24112022_1129,Mov,Away from speaker,Silence_2,28
Lukka_FRF_24112022_1129,Vig,Short Neck,Silence_2,4
Lukka_FRF_24112022_1129,Mov,Away from speaker,Silence_3,4
Lukka_FRF_24112022_1129,Pre,With kin,Silence_3,6
Lukka_FRF_24112022_1129,Vig,Short Neck,Silence_3,19
Lukka_FRF_28102022_1052,Pre,With kin,Dishabituation,204
Lukka_FRF_28102022_1052,Vig,Mid neck,Dishabituation,27
Lukka_FRF_28102022_1052,Vig,Short Neck,Dishabituation,7
Lukka_FRF_28102022_1052,Hab,NA,Habituation,246
Lukka_FRF_28102022_1052,Pre,With kin,Habituation,184
Lukka_FRF_28102022_1052,Vig,Mid neck,Habituation,40
Lukka_FRF_28102022_1052,Vig,Short Neck,Habituation,6
Lukka_FRF_28102022_1052,Pre,With kin,Silence_1,53
Lukka_FRF_28102022_1052,Vig,Mid neck,Silence_1,31
Lukka_FRF_28102022_1052,Vig,Mid neck,Silence_2,7
Lukka_FRF_28102022_1052,Mov,Away from speaker,Silence_3,73
Lukka_FRF_28102022_1052,Pre,With kin,Silence_3,24
Lukka_FRF_28102022_1052,Vig,Long neck,Silence_3,78
Lukka_FRF_28102022_1052,Vig,Mid neck,Silence_3,56
Lukka_FRP_03112022_1002,Dhb,NA,Dishabituation,246
Lukka_FRP_03112022_1002,Vig,Short Neck,Dishabituation,26
Lukka_FRP_03112022_1002,Hab,NA,Habituation,253
Lukka_FRP_03112022_1002,Vig,Mid neck,Habituation,13
Lukka_FRP_03112022_1002,Vig,Mid neck,Silence_1,64
Lukka_FRP_03112022_1002,Vig,Short Neck,Silence_1,25
Lukka_FRP_03112022_1002,Vig,Mid neck,Silence_2,40
Lukka_PRF_24102022_1115,Dhb,NA,Dishabituation,193
Lukka_PRF_24102022_1115,Eat,Alone,Dishabituation,23
Lukka_PRF_24102022_1115,Mov,Away from speaker,Dishabituation,91
Lukka_PRF_24102022_1115,Pre,With kin,Dishabituation,29
Lukka_PRF_24102022_1115,Vig,Long neck,Dishabituation,61
Lukka_PRF_24102022_1115,Vig,Mid neck,Dishabituation,4
Lukka_PRF_24102022_1115,Hab,NA,Habituation,244
Lukka_PRF_24102022_1115,Pre,With kin,Habituation,4
Lukka_PRF_24102022_1115,Vig,Mid neck,Habituation,82
Lukka_PRF_24102022_1115,Pre,With kin,Silence_1,6
Lukka_PRF_24102022_1115,Vig,Mid neck,Silence_1,43
Lukka_PRF_24102022_1115,Pre,With kin,Silence_2,16
Luna_FC_13102022_1015,Dhb,NA,Dishabituation,242
Luna_FC_13102022_1015,Vig,Long neck,Dishabituation,2
Luna_FC_13102022_1015,Hab,NA,Habituation,259
Luna_FC_13102022_1015,Vig,Mid neck,Habituation,2
Luna_FC_13102022_1015,Eat,With kin,Silence_1,22
Luna_FC_13102022_1015,Mov,Away from speaker,Silence_1,37
Luna_FC_13102022_1015,Mov,Towards speaker,Silence_1,22
Luna_FC_13102022_1015,Vig,Long neck,Silence_1,96
Luna_FC_13102022_1015,Vig,Mid neck,Silence_1,6
Luna_FC_13102022_1015,Eat,With kin,Silence_3,38
Luna_FC_13102022_1015,Vig,Mid neck,Silence_3,5
Luna_FRF_20102022_0952,Vig,Mid neck,Dishabituation,7
Luna_FRF_20102022_0952,Hab,NA,Habituation,249
Luna_FRF_20102022_0952,Pre,With kin,Habituation,52
Luna_FRF_20102022_0952,Rst,With kin,Habituation,93
Luna_FRF_20102022_0952,Vig,Mid neck,Habituation,41
Luna_FRF_20102022_0952,Vig,Short Neck,Habituation,22
Luna_FRF_20102022_0952,Rst,With kin,Silence_2,7
Luna_FRF_20102022_0952,Vig,Mid neck,Silence_2,3
Luna_PRF_27102022_1006,Dhb,NA,Dishabituation,245
Luna_PRF_27102022_1006,Hab,NA,Habituation,243
Luna_PRF_27102022_1006,Pre,With kin,Silence_1,31
Luna_PRF_27102022_1006,Vig,Short Neck,Silence_1,12
Lupin_FC_06112022_0931,Dhb,NA,Dishabituation,245
Lupin_FC_06112022_0931,Rst,With kin,Dishabituation,26
Lupin_FC_06112022_0931,Vig,Short Neck,Dishabituation,57
Lupin_FC_06112022_0931,Hab,NA,Habituation,256
Lupin_FC_06112022_0931,Pre,With kin,Habituation,51
Lupin_FC_06112022_0931,Rst,With kin,Habituation,23
Lupin_FC_06112022_0931,Vig,Long neck,Habituation,20
Lupin_FC_06112022_0931,Vig,Mid neck,Habituation,145
Lupin_FC_06112022_0931,Vig,Long neck,Silence_1,41
Lupin_FC_06112022_0931,Vig,Mid neck,Silence_1,43
Lupin_FC_06112022_0931,Vig,Short Neck,Silence_1,5
Lupin_FC_06112022_0931,Vig,Mid neck,Silence_3,9
Lupin_FC_14102022_1010,Mov,Away from speaker,Dishabituation,43
Lupin_FC_14102022_1010,Mov,Towards speaker,Dishabituation,15
Lupin_FC_14102022_1010,Pre,With kin,Dishabituation,24
Lupin_FC_14102022_1010,Vig,Long neck,Dishabituation,69
Lupin_FC_14102022_1010,Vig,Mid neck,Dishabituation,35
Lupin_FC_14102022_1010,Vig,Short Neck,Dishabituation,23
Lupin_FC_14102022_1010,Eat,Alone,Habituation,18
Lupin_FC_14102022_1010,Mov,Away from speaker,Habituation,40
Lupin_FC_14102022_1010,Mov,Towards speaker,Habituation,7
Lupin_FC_14102022_1010,Vig,Long neck,Habituation,62
Lupin_FC_14102022_1010,Vig,Mid neck,Habituation,102
Lupin_FC_14102022_1010,Vig,Short Neck,Habituation,24
Lupin_FC_14102022_1010,Eat,With kin,Silence_1,38
Lupin_FC_14102022_1010,Mov,Away from speaker,Silence_1,66
Lupin_FC_14102022_1010,Vig,Long neck,Silence_1,134
Lupin_FC_14102022_1010,Vig,Mid neck,Silence_1,67
Lupin_FC_14102022_1010,Ass,Kin,Silence_2,12
Lupin_FC_14102022_1010,Mov,Away from speaker,Silence_2,14
Lupin_FC_14102022_1010,Ass,Kin,Silence_3,25
Lupin_FC_14102022_1010,Eat,Alone,Silence_3,5
Lupin_FC_14102022_1010,Eat,With kin,Silence_3,27
Lupin_FC_14102022_1010,Mov,Away from speaker,Silence_3,4
Lupin_FC_14102022_1010,Mov,Towards speaker,Silence_3,1
Lupin_FC_14102022_1010,Vig,Mid neck,Silence_3,9
Lupin_FRF_24102022_0926,Dhb,NA,Dishabituation,242
Lupin_FRF_24102022_0926,Eat,Alone,Dishabituation,18
Lupin_FRF_24102022_0926,Mov,Away from speaker,Dishabituation,40
Lupin_FRF_24102022_0926,Mov,Towards speaker,Dishabituation,28
Lupin_FRF_24102022_0926,Vig,Mid neck,Dishabituation,11
Lupin_FRF_24102022_0926,Vig,Short Neck,Dishabituation,61
Lupin_FRF_24102022_0926,Eat,Alone,Habituation,55
Lupin_FRF_24102022_0926,Eat,With kin,Habituation,99
Lupin_FRF_24102022_0926,Hab,NA,Habituation,262
Lupin_FRF_24102022_0926,Vig,Long neck,Habituation,8
Lupin_FRF_24102022_0926,Vig,Mid neck,Habituation,45
Lupin_FRF_24102022_0926,Vig,Long neck,Silence_1,102
Lupin_FRF_24102022_0926,Eat,Alone,Silence_2,19
Lupin_FRF_24102022_0926,Mov,Away from speaker,Silence_2,7
Lupin_FRF_24102022_0926,Vig,Long neck,Silence_2,4
Lupin_FRF_24102022_0926,Vig,Mid neck,Silence_2,4
Lupin_FRF_24112022_1056,Dhb,NA,Dishabituation,244
Lupin_FRF_24112022_1056,Eat,With kin,Dishabituation,101
Lupin_FRF_24112022_1056,Mov,Away from speaker,Dishabituation,36
Lupin_FRF_24112022_1056,Vig,Long neck,Dishabituation,27
Lupin_FRF_24112022_1056,Vig,Mid neck,Dishabituation,44
Lupin_FRF_24112022_1056,Vig,Short Neck,Dishabituation,8
Lupin_FRF_24112022_1056,Eat,With kin,Habituation,29
Lupin_FRF_24112022_1056,Hab,NA,Habituation,257
Lupin_FRF_24112022_1056,Mov,Away from speaker,Habituation,4
Lupin_FRF_24112022_1056,Pre,With kin,Habituation,43
Lupin_FRF_24112022_1056,Vig,Long neck,Habituation,15
Lupin_FRF_24112022_1056,Vig,Mid neck,Habituation,20
Lupin_FRF_24112022_1056,Vig,Short Neck,Habituation,33
Lupin_FRF_24112022_1056,Pre,With kin,Silence_1,82
Lupin_FRF_24112022_1056,Vig,Mid neck,Silence_1,20
Lupin_FRF_24112022_1056,Vig,Short Neck,Silence_1,9
Lupin_FRF_24112022_1056,Eat,With kin,Silence_2,6
Lupin_FRF_24112022_1056,Vig,Mid neck,Silence_2,9
Lupin_FRF_24112022_1056,Vig,Short Neck,Silence_2,9
Lupin_FRF_24112022_1056,Eat,With kin,Silence_3,3
Lupin_FRF_24112022_1056,Mov,Away from speaker,Silence_3,23
Lupin_FRF_24112022_1056,Mov,Towards speaker,Silence_3,4
Lupin_FRF_24112022_1056,Vig,Long neck,Silence_3,23
Lupin_FRF_24112022_1056,Vig,Mid neck,Silence_3,25
Lupin_FRP_23102022_1054,Eat,With kin,Dishabituation,91
Lupin_FRP_23102022_1054,Mov,Away from speaker,Dishabituation,23
Lupin_FRP_23102022_1054,Mov,Towards speaker,Dishabituation,7
Lupin_FRP_23102022_1054,Vig,Long neck,Dishabituation,82
Lupin_FRP_23102022_1054,Vig,Mid neck,Dishabituation,38
Lupin_FRP_23102022_1054,Eat,With kin,Habituation,118
Lupin_FRP_23102022_1054,Hab,NA,Habituation,249
Lupin_FRP_23102022_1054,Mov,Away from speaker,Habituation,54
Lupin_FRP_23102022_1054,Mov,Towards speaker,Habituation,11
Lupin_FRP_23102022_1054,Pre,With kin,Habituation,8
Lupin_FRP_23102022_1054,Vig,Long neck,Habituation,16
Lupin_FRP_23102022_1054,Vig,Mid neck,Habituation,84
Lupin_FRP_23102022_1054,Vig,Short Neck,Habituation,3
Lupin_FRP_23102022_1054,Vig,Long neck,Silence_1,6
Lupin_FRP_23102022_1054,Vig,Mid neck,Silence_1,23
Lupin_FRP_23102022_1054,Vig,Short Neck,Silence_1,21
Lupin_FRP_23102022_1054,Eat,With kin,Silence_2,6
Lupin_FRP_23102022_1054,Mov,Away from speaker,Silence_2,16
Lupin_FRP_23102022_1054,Pre,With kin,Silence_2,4
Lupin_FRP_23102022_1054,Vig,Mid neck,Silence_2,14
Lupin_FRP_23102022_1054,Vig,Short Neck,Silence_2,8
Lupin_FRP_23102022_1054,Eat,With kin,Silence_3,10
Lupin_FRP_23102022_1054,Mov,Away from speaker,Silence_3,32
Lupin_FRP_23102022_1054,Vig,Long neck,Silence_3,77
Lupin_FRP_23102022_1054,Vig,Mid neck,Silence_3,67
Lupin_PRF_07112022_0950,Dhb,NA,Dishabituation,245
Lupin_PRF_07112022_0950,Rst,With kin,Dishabituation,124
Lupin_PRF_07112022_0950,Vig,Short Neck,Dishabituation,70
Lupin_PRF_07112022_0950,Hab,NA,Habituation,248
Lupin_PRF_07112022_0950,Vig,Long neck,Habituation,189
Lupin_PRF_07112022_0950,Vig,Mid neck,Habituation,35
Lupin_PRF_07112022_0950,Vig,Short Neck,Silence_2,12
Lupin_PRF_07112022_0950,Rst,With kin,Silence_3,13
Lupin_PRF_07112022_0950,Vig,Short Neck,Silence_3,36
Natalie_FC_13102022_1005,Dhb,NA,Dishabituation,244
Natalie_FC_13102022_1005,Eat,Alone,Dishabituation,4
Natalie_FC_13102022_1005,Pre,Alone,Dishabituation,5
Natalie_FC_13102022_1005,Rst,Alone,Dishabituation,50
Natalie_FC_13102022_1005,Vig,Mid neck,Dishabituation,126
Natalie_FC_13102022_1005,Ass,Kin,Habituation,114
Natalie_FC_13102022_1005,Eat,Alone,Habituation,17
Natalie_FC_13102022_1005,Eat,With kin,Habituation,64
Natalie_FC_13102022_1005,Hab,NA,Habituation,251
Natalie_FC_13102022_1005,Mov,Away from speaker,Habituation,51
Natalie_FC_13102022_1005,Mov,Towards speaker,Habituation,2
Natalie_FC_13102022_1005,Pre,Alone,Habituation,30
Natalie_FC_13102022_1005,Pre,With kin,Habituation,5
Natalie_FC_13102022_1005,Rst,Alone,Habituation,11
Natalie_FC_13102022_1005,Vig,Long neck,Habituation,17
Natalie_FC_13102022_1005,Vig,Mid neck,Habituation,26
Natalie_FC_13102022_1005,Vig,Short Neck,Habituation,13
Natalie_FC_13102022_1005,Ass,Kin,Silence_1,23
Natalie_FC_13102022_1005,Eat,With kin,Silence_1,4
Natalie_FC_13102022_1005,Mov,Towards speaker,Silence_1,64
Natalie_FC_13102022_1005,Vig,Mid neck,Silence_1,41
Natalie_FRF_19102022_1035,Dhb,NA,Dishabituation,244
Natalie_FRF_19102022_1035,Hab,NA,Habituation,244
Natalie_FRP_27102022_1034,Dhb,NA,Dishabituation,245
Natalie_FRP_27102022_1034,Pre,With kin,Dishabituation,1
Natalie_FRP_27102022_1034,Vig,Mid neck,Dishabituation,206
Natalie_FRP_27102022_1034,Eat,With kin,Habituation,3
Natalie_FRP_27102022_1034,Hab,NA,Habituation,334
Natalie_FRP_27102022_1034,Pre,With kin,Habituation,14
Natalie_FRP_27102022_1034,Vig,Long neck,Habituation,161
Natalie_FRP_27102022_1034,Vig,Mid neck,Habituation,49
Natalie_FRP_27102022_1034,Eat,With kin,Silence_1,3
Natalie_FRP_27102022_1034,Vig,Mid neck,Silence_1,88
Natalie_FRP_27102022_1034,Eat,With kin,Silence_2,6
Natalie_FRP_27102022_1034,Pre,With kin,Silence_3,49
Natalie_FRP_27102022_1034,Vig,Mid neck,Silence_3,14
Oberlix_FC_15112022_0859,Mov,Away from speaker,Dishabituation,87
Oberlix_FC_15112022_0859,Pre,With kin,Dishabituation,20
Oberlix_FC_15112022_0859,Vig,Long neck,Dishabituation,2
Oberlix_FC_15112022_0859,Vig,Mid neck,Dishabituation,116
Oberlix_FC_15112022_0859,Vig,Short Neck,Dishabituation,5
Oberlix_FC_15112022_0859,Vig,Long neck,Habituation,229
Oberlix_FC_15112022_0859,Vig,Mid neck,Habituation,10
Oberlix_FC_15112022_0859,Mov,Towards speaker,Silence_2,18
Oberlix_FC_18102022_0956,Dhb,NA,Dishabituation,255
Oberlix_FC_18102022_0956,Mov,Away from speaker,Dishabituation,50
Oberlix_FC_18102022_0956,Pre,With kin,Dishabituation,137
Oberlix_FC_18102022_0956,Vig,Long neck,Dishabituation,9
Oberlix_FC_18102022_0956,Vig,Mid neck,Dishabituation,47
Oberlix_FC_18102022_0956,Vig,Short Neck,Dishabituation,32
Oberlix_FC_18102022_0956,Hab,NA,Habituation,243
Oberlix_FC_18102022_0956,Vig,Long neck,Habituation,10
Oberlix_FC_18102022_0956,Vig,Mid neck,Habituation,11
Oberlix_FC_18102022_0956,Pre,With kin,Silence_1,69
Oberlix_FC_18102022_0956,Vig,Mid neck,Silence_1,8
Oberlix_FC_18102022_0956,Vig,Mid neck,Silence_2,2
Oberlix_FC_18102022_0956,Eat,With kin,Silence_3,7
Oberlix_FC_18102022_0956,Mov,Away from speaker,Silence_3,24
Oberlix_FC_18102022_0956,Vig,Long neck,Silence_3,3
Oberlix_FC_18102022_0956,Vig,Mid neck,Silence_3,58
Oberlix_FRF_23112022_1024,Dhb,NA,Dishabituation,247
Oberlix_FRF_23112022_1024,Eat,With kin,Dishabituation,167
Oberlix_FRF_23112022_1024,Vig,Mid neck,Dishabituation,24
Oberlix_FRF_23112022_1024,Vig,Short Neck,Dishabituation,13
Oberlix_FRF_23112022_1024,Eat,With kin,Habituation,211
Oberlix_FRF_23112022_1024,Hab,NA,Habituation,246
Oberlix_FRF_23112022_1024,Mov,Away from speaker,Habituation,26
Oberlix_FRF_23112022_1024,Vig,Long neck,Habituation,3
Oberlix_FRF_23112022_1024,Vig,Mid neck,Habituation,18
Oberlix_FRF_23112022_1024,Eat,With kin,Silence_1,18
Oberlix_FRF_23112022_1024,Mov,Away from speaker,Silence_1,45
Oberlix_FRF_23112022_1024,Mov,Towards speaker,Silence_1,5
Oberlix_FRF_23112022_1024,Pre,With kin,Silence_1,5
Oberlix_FRF_23112022_1024,Vig,Long neck,Silence_1,21
Oberlix_FRF_23112022_1024,Vig,Mid neck,Silence_1,45
Oberlix_FRF_23112022_1024,Vig,Short Neck,Silence_1,19
Oberlix_FRF_23112022_1024,Eat,With kin,Silence_2,10
Oberlix_FRF_23112022_1024,Mov,Away from speaker,Silence_2,2
Oberlix_FRF_23112022_1024,Vig,Long neck,Silence_2,43
Oberlix_FRF_23112022_1024,Vig,Mid neck,Silence_2,22
Oberlix_FRF_23112022_1024,Eat,With kin,Silence_3,39
Oberlix_FRF_23112022_1024,Mov,Away from speaker,Silence_3,5
Oberlix_FRF_23112022_1024,Vig,Mid neck,Silence_3,13
Oberlix_FRF_31102022_0813,Dhb,NA,Dishabituation,243
Oberlix_FRF_31102022_0813,Eat,With kin,Dishabituation,22
Oberlix_FRF_31102022_0813,Pre,With kin,Dishabituation,87
Oberlix_FRF_31102022_0813,Vig,Mid neck,Dishabituation,48
Oberlix_FRF_31102022_0813,Hab,NA,Habituation,245
Oberlix_FRF_31102022_0813,Mov,Away from speaker,Habituation,5
Oberlix_FRF_31102022_0813,Vig,Long neck,Habituation,5
Oberlix_FRF_31102022_0813,Vig,Mid neck,Habituation,11
Oberlix_FRF_31102022_0813,Pre,With kin,Silence_2,23
Oberlix_FRF_31102022_0813,Vig,Mid neck,Silence_2,11
Oberlix_FRF_31102022_0813,Pre,With kin,Silence_3,6
Oberlix_FRF_31102022_0813,Vig,Mid neck,Silence_3,3
Oberlix_PRF_08112022_0912,Dhb,NA,Dishabituation,273
Oberlix_PRF_08112022_0912,Pre,With kin,Dishabituation,127
Oberlix_PRF_08112022_0912,Vig,Long neck,Dishabituation,9
Oberlix_PRF_08112022_0912,Vig,Mid neck,Dishabituation,86
Oberlix_PRF_08112022_0912,Hab,NA,Habituation,270
Oberlix_PRF_08112022_0912,Mov,Away from speaker,Habituation,27
Oberlix_PRF_08112022_0912,Pre,With kin,Habituation,153
Oberlix_PRF_08112022_0912,Vig,Long neck,Habituation,7
Oberlix_PRF_08112022_0912,Vig,Mid neck,Habituation,95
Oberlix_PRF_08112022_0912,Vig,Short Neck,Habituation,2
Oberlix_PRF_08112022_0912,Pre,With kin,Silence_1,27
Oberlix_PRF_08112022_0912,Vig,Long neck,Silence_1,9
Oberlix_PRF_08112022_0912,Vig,Mid neck,Silence_1,37
Oberlix_PRF_08112022_0912,Vig,Mid neck,Silence_2,2
Oberlix_PRF_08112022_0912,Pre,With kin,Silence_3,47
Oberlix_PRF_08112022_0912,Vig,Mid neck,Silence_3,10
Oberlix_PRF_28102022_1012,Dhb,NA,Dishabituation,243
Oberlix_PRF_28102022_1012,Pre,With kin,Dishabituation,90
Oberlix_PRF_28102022_1012,Vig,Long neck,Dishabituation,5
Oberlix_PRF_28102022_1012,Vig,Mid neck,Dishabituation,33
Oberlix_PRF_28102022_1012,Pre,With kin,Habituation,167
Oberlix_PRF_28102022_1012,Vig,Long neck,Habituation,12
Oberlix_PRF_28102022_1012,Vig,Mid neck,Habituation,59
Oberlix_PRF_28102022_1012,Mov,Away from speaker,Silence_1,40
Oberlix_PRF_28102022_1012,Pre,With kin,Silence_1,26
Oberlix_PRF_28102022_1012,Rst,With kin,Silence_1,7
Oberlix_PRF_28102022_1012,Vig,Long neck,Silence_1,26
Oberlix_PRF_28102022_1012,Vig,Mid neck,Silence_1,21
Oberlix_PRF_28102022_1012,Vig,Short Neck,Silence_1,22
Oberlix_PRF_28102022_1012,Vig,Long neck,Silence_2,3
Oberlix_PRF_28102022_1012,Pre,With kin,Silence_3,36
Oberlix_PRF_28102022_1012,Vig,Mid neck,Silence_3,10
Olga_FC_20102022_0909,Dhb,NA,Dishabituation,247
Olga_FC_20102022_0909,Eat,Alone,Dishabituation,149
Olga_FC_20102022_0909,Mov,Away from speaker,Dishabituation,10
Olga_FC_20102022_0909,Mov,Towards speaker,Dishabituation,3
Olga_FC_20102022_0909,Pre,Alone,Dishabituation,4
Olga_FC_20102022_0909,Vig,Long neck,Dishabituation,12
Olga_FC_20102022_0909,Vig,Mid neck,Dishabituation,7
Olga_FC_20102022_0909,Vig,Short Neck,Dishabituation,5
Olga_FC_20102022_0909,Eat,Alone,Habituation,110
Olga_FC_20102022_0909,Hab,NA,Habituation,255
Olga_FC_20102022_0909,Mov,Towards speaker,Habituation,11
Olga_FC_20102022_0909,Pre,Alone,Habituation,5
Olga_FC_20102022_0909,Vig,Long neck,Habituation,79
Olga_FC_20102022_0909,Vig,Mid neck,Habituation,55
Olga_FC_20102022_0909,Mov,Away from speaker,Silence_1,40
Olga_FC_20102022_0909,Vig,Long neck,Silence_1,41
Olga_FC_20102022_0909,Pre,Alone,Silence_2,9
Olga_FC_20102022_0909,Vig,Mid neck,Silence_2,6
Olga_FC_20102022_0909,Ass,Kin,Silence_3,18
Olga_FC_20102022_0909,Vig,Long neck,Silence_3,33
Olga_FC_20102022_0909,Vig,Mid neck,Silence_3,11
Olga_FRF_29102022_0940,Ass,Kin,Dishabituation,14
Olga_FRF_29102022_0940,Eat,Alone,Dishabituation,62
Olga_FRF_29102022_0940,Mov,Away from speaker,Dishabituation,99
Olga_FRF_29102022_0940,Mov,Towards speaker,Dishabituation,7
Olga_FRF_29102022_0940,Vig,Long neck,Dishabituation,34
Olga_FRF_29102022_0940,Vig,Mid neck,Dishabituation,104
Olga_FRF_29102022_0940,Eat,Alone,Habituation,138
Olga_FRF_29102022_0940,Mov,Away from speaker,Habituation,18
Olga_FRF_29102022_0940,Pre,Alone,Habituation,4
Olga_FRF_29102022_0940,Vig,Mid neck,Habituation,6
Olga_FRF_29102022_0940,Ass,Kin,Silence_1,15
Olga_FRF_29102022_0940,Eat,Alone,Silence_1,2
Olga_FRF_29102022_0940,Mov,Away from speaker,Silence_1,50
Olga_FRF_29102022_0940,Mov,Towards speaker,Silence_1,12
Olga_FRF_29102022_0940,Vig,Mid neck,Silence_1,93
Olga_FRF_29102022_0940,Eat,With kin,Silence_2,29
Olga_FRF_29102022_0940,Mov,Away from speaker,Silence_2,6
Olga_FRF_29102022_0940,Vig,Long neck,Silence_2,13
Olga_FRF_29102022_0940,Eat,With kin,Silence_3,5
Olga_FRF_29102022_0940,Mov,Away from speaker,Silence_3,52
Olga_FRF_29102022_0940,Vig,Long neck,Silence_3,7
Olga_FRF_29102022_0940,Vig,Mid neck,Silence_3,38
Olga_FRP_26102022_1115,Dhb,NA,Dishabituation,244
Olga_FRP_26102022_1115,Vig,Short Neck,Dishabituation,21
Olga_FRP_26102022_1115,Eat,Alone,Habituation,44
Olga_FRP_26102022_1115,Hab,NA,Habituation,244
Olga_FRP_26102022_1115,Vig,Mid neck,Habituation,117
Olga_FRP_26102022_1115,Vig,Short Neck,Habituation,24
Olga_FRP_26102022_1115,Eat,Alone,Silence_1,47
Olga_FRP_26102022_1115,Mov,Away from speaker,Silence_1,33
Olga_FRP_26102022_1115,Vig,Long neck,Silence_1,28
Olga_FRP_26102022_1115,Vig,Mid neck,Silence_1,32
Olga_FRP_26102022_1115,Mov,Away from speaker,Silence_2,27
Olga_FRP_26102022_1115,Pre,With kin,Silence_2,12
Olga_FRP_26102022_1115,Vig,Mid neck,Silence_2,12
Olga_FRP_26102022_1115,Mov,Away from speaker,Silence_3,10
Olga_FRP_26102022_1115,Pre,With kin,Silence_3,14
Olga_FRP_26102022_1115,Vig,Long neck,Silence_3,11
Olga_FRP_26102022_1115,Vig,Mid neck,Silence_3,50
Ornella_FC_15102022_1545,Dhb,NA,Dishabituation,243
Ornella_FC_15102022_1545,Pre,With kin,Dishabituation,17
Ornella_FC_15102022_1545,Rst,With kin,Dishabituation,3
Ornella_FC_15102022_1545,Vig,Short Neck,Dishabituation,36
Ornella_FC_15102022_1545,Hab,NA,Habituation,243
Ornella_FC_15102022_1545,Pre,With kin,Habituation,159
Ornella_FC_15102022_1545,Vig,Mid neck,Habituation,13
Ornella_FC_15102022_1545,Vig,Short Neck,Habituation,14
Ornella_FC_15102022_1545,Vig,Mid neck,Silence_2,9
Ornella_FRF_29102022_1032,Dhb,NA,Dishabituation,244
Ornella_FRF_29102022_1032,Hab,NA,Habituation,252
Ornella_FRF_29102022_1032,Pre,With kin,Silence_1,10
Ornella_FRF_29102022_1032,Vig,Mid neck,Silence_1,61
Ornella_FRF_29102022_1032,Vig,Short Neck,Silence_1,17
Ornella_FRF_29102022_1032,Mov,Away from speaker,Silence_3,26
Ornella_FRF_29102022_1032,Rst,With kin,Silence_3,11
Ornella_FRF_29102022_1032,Vig,Long neck,Silence_3,2
Ornella_FRF_29102022_1032,Vig,Mid neck,Silence_3,33
Ornella_PRF_17102022_1015,Dhb,NA,Dishabituation,246
Ornella_PRF_17102022_1015,Pre,With kin,Dishabituation,10
Ornella_PRF_17102022_1015,Hab,NA,Habituation,254
Ornella_PRF_17102022_1015,Pre,With kin,Habituation,32
Ornella_PRF_17102022_1015,Vig,Short Neck,Habituation,20
Ornella_PRF_17102022_1015,Vig,Short Neck,Silence_1,5
Ornella_PRF_17102022_1015,Pre,With kin,Silence_2,29
Ornella_PRF_17102022_1015,Vig,Mid neck,Silence_2,11
Ornella_PRF_17102022_1015,Pre,With kin,Silence_3,5
Ornella_PRF_17102022_1015,Vig,Mid neck,Silence_3,21
Pudding_FC_31102022_1020,Dhb,NA,Dishabituation,244
Pudding_FC_31102022_1020,Pre,With kin,Dishabituation,9
Pudding_FC_31102022_1020,Vig,Mid neck,Dishabituation,25
Pudding_FC_31102022_1020,Vig,Short Neck,Dishabituation,13
